cdata,,cps,,I_cpO,,U_infty_x,U_infty_y,U_infty_z
0.000789271429056167,,0.000789271429056167,,12561,,0,1,0
0.000789329449675254,,0.000789329449675254,,12562,,0,1,0
0.00078559030556264,,0.00078559030556264,,12563,,0,1,0
0.000785702829183561,,0.000785702829183561,,12564,,0,1,0
0.000779495548400871,,0.000779495548400871,,12565,,0,1,0
0.000779350966038379,,0.000779350966038379,,12566,,0,1,0
0.00077071782297828,,0.00077071782297828,,12567,,0,1,0
0.000770757752222712,,0.000770757752222712,,12568,,0,1,0
0.000759751409987471,,0.000759751409987471,,12569,,0,1,0
0.000759809787457828,,0.000759809787457828,,12570,,0,1,0
0.000746499319058132,,0.000746499319058132,,12571,,0,1,0
0.000746558048859487,,0.000746558048859487,,12572,,0,1,0
0.000731025604685027,,0.000731025604685027,,12573,,0,1,0
0.000730913221399537,,0.000730913221399537,,12574,,0,1,0
0.000713263068933274,,0.000713263068933274,,12575,,0,1,0
0.000713247169706221,,0.000713247169706221,,12576,,0,1,0
0.000693586055107415,,0.000693586055107415,,12577,,0,1,0
0.00069363600512154,,0.00069363600512154,,12578,,0,1,0
0.000672088450557579,,0.000672088450557579,,12579,,0,1,0
0.000672029858849073,,0.000672029858849073,,12580,,0,1,0
0.000648735346199275,,0.000648735346199275,,12581,,0,1,0
0.000648811700577408,,0.000648811700577408,,12582,,0,1,0
0.000623912220696465,,0.000623912220696465,,12583,,0,1,0
0.000623948278037939,,0.000623948278037939,,12584,,0,1,0
0.000597600569517305,,0.000597600569517305,,12585,,0,1,0
0.000597557683367111,,0.000597557683367111,,12586,,0,1,0
0.000569934326549754,,0.000569934326549754,,12587,,0,1,0
0.000569901248722589,,0.000569901248722589,,12588,,0,1,0
0.000541174788581955,,0.000541174788581955,,12589,,0,1,0
0.000541234598845808,,0.000541234598845808,,12590,,0,1,0
0.000511583496909385,,0.000511583496909385,,12591,,0,1,0
0.000511566218740385,,0.000511566218740385,,12592,,0,1,0
0.000481179732369282,,0.000481179732369282,,12593,,0,1,0
0.000481160548661881,,0.000481160548661881,,12594,,0,1,0
0.000450230455839239,,0.000450230455839239,,12595,,0,1,0
0.000450161988707405,,0.000450161988707405,,12596,,0,1,0
0.000418890901886794,,0.000418890901886794,,12597,,0,1,0
0.000418838769387198,,0.000418838769387198,,12598,,0,1,0
0.000387422552042271,,0.000387422552042271,,12599,,0,1,0
0.000387553377264609,,0.000387553377264609,,12600,,0,1,0
0.000356174289579405,,0.000356174289579405,,12601,,0,1,0
0.000356123086271075,,0.000356123086271075,,12602,,0,1,0
0.000324995997561778,,0.000324995997561778,,12603,,0,1,0
0.000325018934683704,,0.000325018934683704,,12604,,0,1,0
0.000294332532341485,,0.000294332532341485,,12605,,0,1,0
0.000294284946793623,,0.000294284946793623,,12606,,0,1,0
0.000264241562568395,,0.000264241562568395,,12607,,0,1,0
0.000264259932626416,,0.000264259932626416,,12608,,0,1,0
0.000235044137957221,,0.000235044137957221,,12609,,0,1,0
0.000235037636020952,,0.000235037636020952,,12610,,0,1,0
0.000206833388742729,,0.000206833388742729,,12611,,0,1,0
0.00020683907137678,,0.00020683907137678,,12612,,0,1,0
0.000179825797703011,,0.000179825797703011,,12613,,0,1,0
0.000179839115135749,,0.000179839115135749,,12614,,0,1,0
0.000154186016784437,,0.000154186016784437,,12615,,0,1,0
0.000154201128724928,,0.000154201128724928,,12616,,0,1,0
0.000130070760102423,,0.000130070760102423,,12617,,0,1,0
0.000130050031656172,,0.000130050031656172,,12618,,0,1,0
0.000107599961121335,,0.000107599961121335,,12619,,0,1,0
0.000107628926970915,,0.000107628926970915,,12620,,0,1,0
8.69913218075687e-05,,8.69913218075687e-05,,12621,,0,1,0
8.69798240117907e-05,,8.69798240117907e-05,,12622,,0,1,0
6.82968191479919e-05,,6.82968191479919e-05,,12623,,0,1,0
6.8291322498977e-05,,6.8291322498977e-05,,12624,,0,1,0
5.16762833799381e-05,,5.16762833799381e-05,,12625,,0,1,0
5.16708488593632e-05,,5.16708488593632e-05,,12626,,0,1,0
3.72316512160954e-05,,3.72316512160954e-05,,12627,,0,1,0
3.72306305774198e-05,,3.72306305774198e-05,,12628,,0,1,0
2.50546907189934e-05,,2.50546907189934e-05,,12629,,0,1,0
2.50608486271864e-05,,2.50608486271864e-05,,12630,,0,1,0
1.52247021956311e-05,,1.52247021956311e-05,,12631,,0,1,0
1.52240623807753e-05,,1.52240623807753e-05,,12632,,0,1,0
7.79200183715766e-06,,7.79200183715766e-06,,12633,,0,1,0
